@relation 'Dry_Beans_Dataset-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.attribute.Remove-V-R2-4,7-11,13-14,16-17'

@attribute Perimeter numeric
@attribute MajorAxisLength numeric
@attribute MinorAxisLength numeric
@attribute ConvexArea numeric
@attribute EquivDiameter numeric
@attribute Extent numeric
@attribute Solidity numeric
@attribute roundness numeric
@attribute ShapeFactor1 numeric
@attribute ShapeFactor2 numeric
@attribute ShapeFactor4 numeric
@attribute Class {SEKER,BARBUNYA,BOMBAY,CALI,HOROZ,SIRA,DERMASON}

@data
0.0995,0.089759,0.196494,0.05839,0.11915,0.727346,0.973933,0.955154,0.517389,0.69505,0.986576,SEKER
0.101679,0.086147,0.201208,0.058682,0.119194,0.715632,0.949452,0.937258,0.50968,0.718208,0.994459,SEKER
0.110103,0.077294,0.213826,0.059214,0.119202,0.724735,0.901481,0.86921,0.491141,0.778115,0.982382,SEKER
0.108614,0.09424,0.191126,0.059058,0.119358,0.670392,0.923639,0.882104,0.526042,0.668284,0.983757,SEKER
0.103022,0.080311,0.210227,0.058872,0.119365,0.657043,0.94089,0.927419,0.496904,0.757728,0.973378,SEKER
0.097977,0.086963,0.201239,0.058658,0.119388,0.664351,0.961582,0.969844,0.510733,0.713609,0.970251,SEKER
0.100135,0.089202,0.198913,0.058666,0.11941,0.612782,0.961968,0.951762,0.515334,0.69944,0.948659,SEKER
0.099466,0.082368,0.206964,0.058823,0.119425,0.660614,0.948432,0.957504,0.501004,0.743969,0.991571,SEKER
0.097836,0.078273,0.212927,0.058724,0.119454,0.671315,0.958975,0.971558,0.49235,0.772172,0.985163,SEKER
0.10446,0.09201,0.194936,0.058971,0.119477,0.651577,0.937569,0.916442,0.520973,0.682214,0.962069,SEKER
0.106994,0.075985,0.21711,0.059156,0.119685,0.779996,0.931307,0.89743,0.486809,0.789238,0.971092,SEKER
0.10279,0.093629,0.192893,0.059078,0.119722,0.676966,0.940318,0.931976,0.523512,0.673172,0.977401,SEKER
0.098374,0.077165,0.215233,0.058942,0.119759,0.716009,0.954596,0.969279,0.489025,0.781115,0.983277,SEKER
0.099162,0.085836,0.203528,0.058773,0.119789,0.70969,0.971534,0.962817,0.507021,0.722309,0.974321,SEKER
0.113427,0.0901,0.198377,0.059651,0.119937,0.619411,0.899351,0.848538,0.515413,0.695601,0.965246,SEKER
0.103825,0.084948,0.205072,0.059119,0.119959,0.700994,0.948683,0.925199,0.504593,0.728722,0.975742,SEKER
0.09972,0.078627,0.213865,0.059012,0.1201,0.756115,0.965637,0.960441,0.490945,0.772094,0.985509,SEKER
0.100269,0.08142,0.210684,0.059194,0.120152,0.713552,0.951772,0.956203,0.496593,0.753014,0.965021,SEKER
0.099839,0.08055,0.211283,0.059095,0.120182,0.715688,0.96229,0.960055,0.494682,0.759069,0.987734,SEKER
0.10096,0.09174,0.19608,0.059194,0.120286,0.73607,0.958581,0.951402,0.51764,0.686598,0.995322,SEKER
0.098951,0.067517,0.230263,0.059206,0.120293,0.692071,0.957834,0.96841,0.46717,0.854978,0.989918,SEKER
0.103286,0.071314,0.225107,0.059391,0.120308,0.803379,0.941734,0.932222,0.475029,0.825928,0.976438,SEKER
0.11094,0.085777,0.204804,0.059635,0.12036,0.743361,0.922338,0.870935,0.504974,0.7247,0.976391,SEKER
0.111688,0.083089,0.208404,0.059721,0.12039,0.712501,0.916019,0.865279,0.499277,0.742596,0.981579,SEKER
0.099093,0.08748,0.202796,0.059239,0.120427,0.633007,0.961642,0.968209,0.508294,0.713901,0.971056,SEKER
0.108428,0.084619,0.206325,0.059688,0.120464,0.735536,0.92277,0.891599,0.502214,0.732678,0.986241,SEKER
0.100786,0.080046,0.212695,0.059441,0.120471,0.668635,0.945555,0.954255,0.492673,0.763594,0.985658,SEKER
0.104742,0.080901,0.21158,0.059589,0.120486,0.724545,0.932855,0.921566,0.494402,0.75777,0.98407,SEKER
0.104483,0.085105,0.207688,0.059536,0.120582,0.551722,0.942617,0.924397,0.502828,0.729891,0.926765,SEKER
0.114645,0.080019,0.2127,0.059969,0.120619,0.738596,0.905369,0.843986,0.492126,0.764325,0.997771,SEKER
0.115567,0.097053,0.190949,0.059787,0.120634,0.617225,0.922494,0.837023,0.527502,0.655762,0.958388,SEKER
0.100338,0.095468,0.192222,0.059231,0.120634,0.738742,0.972982,0.959244,0.524207,0.66514,0.985529,SEKER
0.100682,0.077504,0.216477,0.059511,0.120679,0.73764,0.949767,0.956679,0.486699,0.782147,0.994549,SEKER
0.103463,0.087087,0.204624,0.059581,0.120982,0.751944,0.958881,0.935761,0.505603,0.718372,0.968553,SEKER
0.09959,0.072257,0.225115,0.059519,0.120982,0.747125,0.964495,0.968184,0.474802,0.821488,0.981405,SEKER
0.11084,0.095136,0.194115,0.05996,0.121027,0.66168,0.92681,0.876509,0.522169,0.66842,0.96436,SEKER
0.102393,0.084343,0.208003,0.059507,0.121049,0.698629,0.969016,0.94513,0.499682,0.736583,0.986028,SEKER
0.106299,0.074243,0.222588,0.060072,0.12116,0.765134,0.923536,0.913824,0.478347,0.807478,0.982919,SEKER
0.100508,0.075302,0.22102,0.059791,0.121256,0.675146,0.953768,0.962486,0.480233,0.800116,0.991406,SEKER
0.1058,0.082296,0.211549,0.059911,0.121256,0.737152,0.942948,0.918592,0.494744,0.751059,0.977457,SEKER
0.113127,0.094716,0.195109,0.060245,0.121264,0.689884,0.913194,0.860292,0.520486,0.671723,0.966697,SEKER
0.103196,0.072397,0.226116,0.06008,0.121264,0.762506,0.928056,0.940059,0.47418,0.821539,0.963045,SEKER
0.106344,0.091709,0.198464,0.059919,0.121286,0.764289,0.943708,0.914384,0.514172,0.690164,0.989437,SEKER
0.101277,0.087745,0.204201,0.059767,0.121293,0.786233,0.957893,0.956292,0.505924,0.715209,0.975765,SEKER
0.104724,0.075224,0.221272,0.059952,0.121382,0.668161,0.945618,0.928319,0.479659,0.801166,0.996209,SEKER
0.104561,0.093028,0.19772,0.060055,0.121501,0.666497,0.942322,0.930533,0.516178,0.682763,0.971003,SEKER
0.099494,0.087875,0.20393,0.059857,0.121501,0.694017,0.960223,0.972907,0.505498,0.715093,0.994383,SEKER
0.103581,0.084122,0.209074,0.060026,0.121508,0.704651,0.945306,0.938678,0.497693,0.739692,0.9944,SEKER
0.199846,0.134565,0.175096,0.071351,0.121597,0.504312,0,0.336194,0.601918,0.471454,0,SEKER
0.111633,0.083849,0.21086,0.060851,0.121671,0.648965,0.879437,0.874884,0.496587,0.742094,0.959266,SEKER
0.108059,0.087207,0.20593,0.060472,0.121685,0.744764,0.914189,0.903427,0.503492,0.720049,0.971183,SEKER
0.102994,0.092549,0.198532,0.059969,0.121752,0.65842,0.962942,0.945366,0.514332,0.686544,0.983589,SEKER
0.101158,0.085835,0.207576,0.060063,0.121848,0.780407,0.959252,0.961446,0.500108,0.729565,0.990899,SEKER
0.1073,0.09718,0.193785,0.060426,0.121863,0.798311,0.927269,0.910849,0.523541,0.659009,0.946009,SEKER
0.101725,0.098166,0.191376,0.059915,0.121922,0.643962,0.976454,0.957234,0.525379,0.653412,0.989419,SEKER
0.154494,0.106655,0.18306,0.062553,0.121922,0.604904,0.741518,0.580266,0.542947,0.605701,0.903524,SEKER
0.101639,0.09257,0.198933,0.060125,0.121944,0.730634,0.958547,0.958119,0.513724,0.687061,0.983216,SEKER
0.103015,0.088981,0.203829,0.060154,0.122011,0.739759,0.959321,0.947115,0.506074,0.709779,0.985054,SEKER
0.106085,0.096153,0.19432,0.060245,0.122122,0.651949,0.956761,0.922623,0.520531,0.665944,0.99288,SEKER
0.099929,0.086869,0.207563,0.060224,0.122321,0.760631,0.968765,0.975405,0.50067,0.724464,0.978849,SEKER
0.10332,0.087287,0.207365,0.060537,0.122388,0.78383,0.943871,0.947377,0.501311,0.721982,0.971264,SEKER
0.104006,0.075664,0.223235,0.060583,0.122469,0.78722,0.94391,0.942289,0.477038,0.802099,0.991654,SEKER
0.105886,0.081695,0.214882,0.060455,0.122521,0.714648,0.958051,0.927185,0.489322,0.759739,0.988245,SEKER
0.100638,0.083619,0.212651,0.060311,0.122594,0.715362,0.974832,0.971449,0.493051,0.746944,0.978637,SEKER
0.121325,0.071431,0.230213,0.061403,0.122616,0.718687,0.877922,0.807448,0.467823,0.834085,0.976414,SEKER
0.10254,0.081832,0.215008,0.060484,0.122646,0.750754,0.961822,0.955817,0.489192,0.759259,0.986978,SEKER
0.114669,0.091193,0.203447,0.061337,0.122668,0.634869,0.886409,0.8583,0.508434,0.698061,0.94592,SEKER
0.104629,0.092199,0.201568,0.060645,0.122757,0.685567,0.952953,0.939262,0.510212,0.692094,0.970535,SEKER
0.111689,0.082932,0.214464,0.061131,0.122771,0.682896,0.910041,0.88234,0.491048,0.752223,0.963294,SEKER
0.110075,0.079933,0.218195,0.060983,0.122771,0.731428,0.92333,0.895155,0.484863,0.772841,0.979269,SEKER
0.115711,0.112261,0.175735,0.061729,0.122786,0.579461,0.857528,0.851089,0.551491,0.57871,0.982311,SEKER
0.105032,0.096698,0.195388,0.060983,0.122801,0.687182,0.924825,0.936262,0.519343,0.664919,0.981981,SEKER
0.111927,0.076092,0.223509,0.060937,0.122831,0.723547,0.930387,0.880889,0.476749,0.800367,0.98929,SEKER
0.110302,0.088072,0.207632,0.06088,0.122831,0.666021,0.935567,0.893769,0.501452,0.71845,0.959141,SEKER
0.111723,0.087841,0.20724,0.06111,0.122934,0.73149,0.920099,0.883241,0.500632,0.7203,0.990541,SEKER
0.112227,0.085566,0.21037,0.06109,0.122941,0.74664,0.922318,0.87932,0.495919,0.735198,0.990602,SEKER
0.106536,0.091422,0.202845,0.060851,0.122941,0.820488,0.943769,0.924959,0.50799,0.697552,0.976087,SEKER
0.106174,0.086797,0.209161,0.060999,0.123059,0.736872,0.936424,0.928783,0.498065,0.727522,0.983176,SEKER
0.109878,0.08937,0.205788,0.0609,0.123067,0.761065,0.945681,0.898865,0.503342,0.710936,0.979323,SEKER
0.099222,0.080685,0.217522,0.060566,0.123104,0.74052,0.977623,0.987361,0.485327,0.76883,0.990993,SEKER
0.104941,0.100101,0.191443,0.060966,0.123118,0.723211,0.942374,0.939364,0.525273,0.646023,0.989413,SEKER
0.109154,0.091708,0.20259,0.060937,0.123126,0.626205,0.945339,0.905095,0.50796,0.696391,0.98539,SEKER
0.098689,0.076838,0.223412,0.0605,0.123148,0.779275,0.985829,0.99227,0.477259,0.796179,0.980796,SEKER
0.107041,0.108352,0.181215,0.060847,0.123229,0.731776,0.958726,0.922953,0.541883,0.600545,0.990919,SEKER
0.107924,0.099644,0.192219,0.061115,0.123258,0.730941,0.936157,0.915991,0.523852,0.649114,0.993307,SEKER
0.101827,0.083977,0.2136,0.060871,0.123354,0.742965,0.962859,0.967106,0.491282,0.747264,0.986734,SEKER
0.10361,0.088756,0.206915,0.060925,0.123376,0.741542,0.95916,0.952322,0.501043,0.715942,0.992345,SEKER
0.124473,0.077794,0.222593,0.061931,0.12345,0.702002,0.873043,0.789979,0.478248,0.790461,0.985046,SEKER
0.106598,0.093992,0.199924,0.061073,0.123457,0.772178,0.949937,0.928242,0.511546,0.683401,0.997188,SEKER
0.105292,0.087679,0.210109,0.061222,0.123693,0.683049,0.948567,0.940716,0.497775,0.724,0.957873,SEKER
0.102659,0.096675,0.197276,0.061012,0.123789,0.66727,0.972302,0.96336,0.515942,0.668292,0.991362,SEKER
0.102388,0.085848,0.212633,0.06123,0.123804,0.680229,0.953423,0.96575,0.493648,0.73639,0.965832,SEKER
0.10361,0.090636,0.205843,0.061086,0.123907,0.717178,0.971605,0.956267,0.503141,0.705786,0.9819,SEKER
0.108546,0.101735,0.190926,0.061486,0.123973,0.726865,0.939103,0.916168,0.525707,0.639375,0.997941,SEKER
0.108061,0.09255,0.203511,0.06151,0.12398,0.655228,0.937264,0.920157,0.506826,0.694042,0.979221,SEKER
0.111122,0.074672,0.228554,0.061803,0.124032,0.689946,0.913747,0.89591,0.469956,0.81534,0.980929,SEKER
0.104812,0.092369,0.203694,0.061395,0.124069,0.633445,0.952064,0.947469,0.506157,0.695471,0.987789,SEKER
0.108145,0.087399,0.210506,0.061568,0.124165,0.722491,0.94141,0.920819,0.495641,0.727469,0.992254,SEKER
0.108258,0.083709,0.215906,0.061642,0.124165,0.706944,0.93478,0.919896,0.48807,0.751984,0.982508,SEKER
0.104148,0.098965,0.196222,0.061189,0.124201,0.747045,0.977272,0.953974,0.519246,0.656098,0.955436,SEKER
0.107239,0.072712,0.231943,0.061444,0.124245,0.719782,0.956574,0.928791,0.465251,0.830785,0.980086,SEKER
0.104895,0.072074,0.232715,0.061601,0.124275,0.752922,0.944044,0.94831,0.46385,0.835719,0.987723,SEKER
0.104227,0.088283,0.209885,0.061523,0.124282,0.770841,0.951423,0.95392,0.497066,0.722132,0.981209,SEKER
0.110132,0.098361,0.196321,0.061655,0.124371,0.681645,0.94409,0.906274,0.517433,0.660193,0.991543,SEKER
0.105625,0.09425,0.202045,0.061671,0.124385,0.728127,0.943361,0.943079,0.508955,0.684925,0.981957,SEKER
0.110686,0.091875,0.20591,0.062055,0.1244,0.7546,0.909934,0.90205,0.50404,0.69967,0.959748,SEKER
0.113987,0.089248,0.209083,0.062079,0.124466,0.703114,0.911074,0.8764,0.498434,0.716554,0.977552,SEKER
0.108292,0.097568,0.197607,0.061642,0.124488,0.660218,0.951148,0.92199,0.515409,0.665265,0.991685,SEKER
0.108287,0.088865,0.209954,0.061778,0.124525,0.663202,0.940852,0.922303,0.497456,0.719217,0.970191,SEKER
0.108135,0.091918,0.205823,0.061716,0.124591,0.616175,0.949721,0.924018,0.50349,0.700052,0.974842,SEKER
0.104392,0.081731,0.219495,0.061782,0.124643,0.675351,0.94643,0.95522,0.482457,0.767231,0.990995,SEKER
0.106871,0.079002,0.223676,0.061774,0.12465,0.747466,0.947538,0.934774,0.476844,0.786357,0.981663,SEKER
0.104867,0.081529,0.220458,0.061766,0.124657,0.673359,0.948646,0.951375,0.481996,0.768677,0.969759,SEKER
0.116445,0.091427,0.206818,0.062343,0.124694,0.666595,0.899141,0.858901,0.502141,0.703487,0.971233,SEKER
0.109114,0.086305,0.213636,0.062149,0.124753,0.64356,0.919305,0.917257,0.491462,0.736723,0.981519,SEKER
0.111599,0.092595,0.205267,0.062009,0.124768,0.640275,0.93252,0.897423,0.504287,0.696424,0.975959,SEKER
0.107138,0.096691,0.199526,0.061762,0.124768,0.685958,0.95459,0.93345,0.512671,0.671408,0.986039,SEKER
0.108586,0.069686,0.237997,0.062153,0.124841,0.761883,0.923388,0.922179,0.457165,0.856299,0.974241,SEKER
0.107274,0.09546,0.201371,0.061873,0.124929,0.692832,0.952821,0.933528,0.50961,0.679358,0.990466,SEKER
0.11161,0.097744,0.198347,0.061951,0.124937,0.729125,0.946201,0.898556,0.514257,0.665682,0.991563,SEKER
0.106064,0.093932,0.203781,0.061894,0.124988,0.619746,0.953951,0.943916,0.506287,0.688891,0.98197,SEKER
0.107336,0.085379,0.215684,0.061886,0.125121,0.709552,0.961373,0.934428,0.488363,0.744183,0.983279,SEKER
0.105213,0.090742,0.208379,0.061956,0.125128,0.692725,0.955485,0.951998,0.499301,0.709294,0.981865,SEKER
0.109182,0.105035,0.190053,0.06217,0.125165,0.578291,0.938231,0.919709,0.52839,0.624545,0.97032,SEKER
0.12321,0.080952,0.221866,0.063126,0.125179,0.677555,0.854379,0.811107,0.479124,0.774601,0.988874,SEKER
0.102964,0.079967,0.223374,0.061873,0.125194,0.773944,0.966192,0.971306,0.477063,0.781559,0.98655,SEKER
0.106969,0.096418,0.200942,0.062022,0.125209,0.673682,0.953681,0.938087,0.510631,0.674498,0.982605,SEKER
0.107234,0.090302,0.209384,0.062137,0.125341,0.756984,0.950065,0.936884,0.497698,0.712824,0.983879,SEKER
0.110172,0.080027,0.224233,0.062331,0.125378,0.727723,0.934672,0.913264,0.476595,0.781811,0.969128,SEKER
0.105212,0.08929,0.210841,0.062009,0.125385,0.766472,0.963691,0.95391,0.495485,0.719464,0.984562,SEKER
0.104528,0.09154,0.207594,0.062005,0.125385,0.682386,0.964059,0.95961,0.50008,0.705126,0.990931,SEKER
0.119227,0.095931,0.202823,0.063328,0.125414,0.560586,0.84842,0.842647,0.508947,0.678115,0.955745,SEKER
0.107097,0.081321,0.222319,0.062277,0.125414,0.759917,0.94129,0.938549,0.479117,0.772899,0.9742,SEKER
0.106979,0.094001,0.204548,0.062083,0.125473,0.708125,0.961519,0.93995,0.504812,0.690088,0.988622,SEKER
0.104375,0.093526,0.205341,0.062083,0.125502,0.728208,0.963003,0.961767,0.503745,0.693119,0.985479,SEKER
0.108706,0.078065,0.227278,0.0625,0.125598,0.680027,0.93076,0.926741,0.471882,0.796587,0.978026,SEKER
0.111252,0.103463,0.192878,0.062619,0.125642,0.759245,0.922373,0.906504,0.523553,0.63483,0.977041,SEKER
0.105676,0.097793,0.200103,0.062125,0.125701,0.751723,0.969336,0.952395,0.511789,0.667879,0.985745,SEKER
0.112108,0.080897,0.223538,0.062673,0.125833,0.695881,0.927229,0.901046,0.476902,0.777393,0.984848,SEKER
0.107766,0.10019,0.197235,0.062459,0.125891,0.728917,0.949218,0.936569,0.516033,0.654391,0.990785,SEKER
0.104228,0.078433,0.227461,0.06231,0.125913,0.696867,0.963538,0.966057,0.471621,0.795135,0.978059,SEKER
0.121361,0.073013,0.241759,0.065781,0.125921,0.655428,0.661715,0.830034,0.460553,0.835051,0.776337,SEKER
0.105497,0.088959,0.212387,0.062648,0.125965,0.695791,0.936072,0.955838,0.492903,0.723611,0.990771,SEKER
0.103684,0.085556,0.217266,0.062397,0.126075,0.760184,0.963971,0.97183,0.485612,0.746395,0.993027,SEKER
0.109254,0.085553,0.21773,0.062813,0.126089,0.715075,0.927734,0.925875,0.485559,0.746466,0.978874,SEKER
0.113687,0.114291,0.182209,0.062533,0.126126,0.871042,0.954455,0.890629,0.543956,0.578052,0.912062,SEKER
0.108593,0.087587,0.214746,0.062928,0.126163,0.737094,0.921207,0.931796,0.489461,0.733246,0.989628,SEKER
0.118216,0.0984,0.200606,0.063225,0.126243,0.64582,0.899055,0.856185,0.511205,0.666046,0.981415,SEKER
0.108217,0.078692,0.227641,0.062817,0.126317,0.791669,0.938809,0.935991,0.47086,0.794788,0.989731,SEKER
0.111723,0.092682,0.20872,0.063044,0.126493,0.722736,0.927588,0.908885,0.498745,0.701714,0.982816,SEKER
0.116226,0.111293,0.186078,0.063324,0.126559,0.637936,0.906158,0.873806,0.536359,0.594912,0.937828,SEKER
0.112035,0.102753,0.195678,0.062895,0.126588,0.725689,0.945518,0.907081,0.518899,0.641839,0.981667,SEKER
0.116388,0.111575,0.184289,0.063007,0.12661,0.602506,0.936766,0.872902,0.536756,0.593578,0.99195,SEKER
0.112669,0.102274,0.196535,0.063126,0.126632,0.736071,0.927299,0.902339,0.517777,0.644718,0.976709,SEKER
0.111072,0.083868,0.220999,0.063147,0.126639,0.752748,0.925846,0.915179,0.480348,0.759823,0.989462,SEKER
0.105197,0.091538,0.211183,0.062677,0.126646,0.648133,0.967867,0.963403,0.495912,0.709444,0.963572,SEKER
0.114882,0.088972,0.215324,0.063155,0.126683,0.604823,0.927327,0.885203,0.490577,0.726026,0.94532,SEKER
0.110314,0.092789,0.209382,0.063163,0.126822,0.736524,0.933594,0.922625,0.497874,0.702164,0.980036,SEKER
0.108728,0.090053,0.212903,0.06311,0.126917,0.694796,0.943121,0.936219,0.492007,0.719851,0.99367,SEKER
0.106131,0.094651,0.206787,0.062838,0.126917,0.674774,0.967241,0.957637,0.501341,0.690919,0.990035,SEKER
0.106598,0.079018,0.228902,0.063147,0.126954,0.783786,0.94168,0.954026,0.46949,0.79484,0.980388,SEKER
0.113676,0.104195,0.194673,0.06346,0.1271,0.72073,0.921374,0.897706,0.520097,0.635273,0.990176,SEKER
0.112957,0.094321,0.207929,0.063633,0.127137,0.685546,0.907967,0.903682,0.499946,0.69369,0.982644,SEKER
0.110453,0.085201,0.220689,0.063102,0.127159,0.800005,0.956006,0.923947,0.481376,0.752653,0.976251,SEKER
0.119961,0.096465,0.206192,0.063914,0.127181,0.746851,0.885559,0.849414,0.504148,0.680719,0.947831,SEKER
0.105095,0.097416,0.204035,0.062945,0.127188,0.686031,0.971371,0.968296,0.506053,0.675002,0.978527,SEKER
0.119345,0.094,0.208447,0.063642,0.127232,0.641579,0.912013,0.854479,0.498979,0.696002,0.986763,SEKER
0.113984,0.098671,0.202109,0.063382,0.127232,0.634515,0.934898,0.896211,0.508452,0.667653,0.990903,SEKER
0.106355,0.082883,0.223808,0.063126,0.127254,0.721274,0.958603,0.958265,0.476369,0.768803,0.988209,SEKER
0.115964,0.095566,0.207196,0.063567,0.127298,0.653543,0.921848,0.881101,0.501937,0.686577,0.963022,SEKER
0.112725,0.089915,0.214078,0.063415,0.12732,0.73551,0.936398,0.906852,0.490411,0.722135,0.990441,SEKER
0.10942,0.093482,0.208958,0.063258,0.127327,0.67547,0.950607,0.933574,0.497617,0.699542,1,SEKER
0.104748,0.083768,0.222703,0.063085,0.127327,0.740575,0.965939,0.972245,0.477928,0.762993,0.98876,SEKER
0.10874,0.103561,0.195869,0.063114,0.127335,0.678709,0.96375,0.939183,0.518021,0.639595,0.994273,SEKER
0.109794,0.095634,0.206787,0.063444,0.127452,0.708514,0.940467,0.931432,0.501568,0.686669,0.984994,SEKER
0.110359,0.103035,0.197155,0.063238,0.127452,0.766605,0.958687,0.926844,0.51656,0.64296,0.982005,SEKER
0.109498,0.092847,0.211417,0.063357,0.127488,0.676829,0.949952,0.934109,0.495802,0.704056,0.958217,SEKER
0.118738,0.105564,0.193903,0.063724,0.127525,0.742987,0.919437,0.861189,0.521436,0.628922,0.987576,SEKER
0.120103,0.118627,0.178872,0.063489,0.127554,0.679299,0.941609,0.850943,0.547791,0.560313,0.948785,SEKER
0.10912,0.093448,0.210017,0.063316,0.127561,0.626982,0.957274,0.93773,0.496779,0.700542,0.983208,SEKER
0.109057,0.093759,0.209855,0.063501,0.127569,0.635796,0.941252,0.938299,0.497384,0.69863,0.975122,SEKER
0.109345,0.0977,0.205447,0.063349,0.127583,0.784397,0.955461,0.936056,0.505316,0.674595,0.947112,SEKER
0.107876,0.100555,0.201332,0.063341,0.12773,0.613021,0.963545,0.949187,0.510609,0.658164,0.96981,SEKER
0.113529,0.095848,0.20787,0.063786,0.127759,0.758637,0.925733,0.903607,0.500986,0.686387,0.961482,SEKER
0.102518,0.069376,0.244564,0.063271,0.127773,0.705096,0.971957,0.99448,0.447376,0.870484,0.996321,SEKER
0.115416,0.111496,0.187054,0.063716,0.127832,0.614712,0.935569,0.889206,0.532399,0.597637,0.988483,SEKER
0.110313,0.06793,0.247806,0.063856,0.127868,0.777971,0.925068,0.930255,0.444157,0.882367,0.970631,SEKER
0.111922,0.101894,0.199411,0.063584,0.127898,0.708928,0.950502,0.917463,0.512754,0.650925,0.988147,SEKER
0.109809,0.09008,0.215324,0.063741,0.127956,0.713333,0.939626,0.934996,0.488672,0.723273,0.988236,SEKER
0.116734,0.119107,0.178247,0.063918,0.128,0.761042,0.926227,0.880073,0.54721,0.559204,0.983156,SEKER
0.109691,0.079177,0.230987,0.06365,0.128,0.684197,0.949822,0.936277,0.466489,0.797619,0.982285,SEKER
0.108871,0.095421,0.208537,0.063534,0.128066,0.739941,0.963317,0.943477,0.499112,0.690018,0.980772,SEKER
0.10736,0.088582,0.217762,0.063526,0.128102,0.674971,0.965882,0.956206,0.48517,0.733521,0.986625,SEKER
0.114278,0.093297,0.212402,0.063976,0.128197,0.624759,0.931043,0.900807,0.494388,0.703635,0.956962,SEKER
0.111717,0.097437,0.206299,0.063922,0.128292,0.757753,0.940518,0.921972,0.502438,0.678501,0.98214,SEKER
0.112811,0.093474,0.211596,0.063934,0.128314,0.751469,0.940528,0.913343,0.494362,0.702926,0.984451,SEKER
0.109108,0.104736,0.197212,0.063679,0.128314,0.734158,0.963054,0.943351,0.517103,0.636019,0.968194,SEKER
0.106069,0.087364,0.219792,0.063662,0.128343,0.695267,0.965978,0.968736,0.481931,0.742398,0.993148,SEKER
0.108961,0.082293,0.22786,0.063835,0.128365,0.662793,0.951805,0.944934,0.471624,0.776948,0.965023,SEKER
0.105365,0.085313,0.223232,0.063848,0.128424,0.759031,0.953647,0.975235,0.477533,0.756423,0.98045,SEKER
0.107251,0.085975,0.222992,0.06379,0.128504,0.745285,0.962768,0.960079,0.47861,0.752249,0.963725,SEKER
0.109096,0.088159,0.219373,0.064021,0.128562,0.689883,0.945363,0.945268,0.482828,0.737916,0.986579,SEKER
0.110473,0.095901,0.209491,0.064066,0.128774,0.6764,0.951988,0.93556,0.497752,0.689433,0.979084,SEKER
0.109572,0.098018,0.206587,0.064029,0.128774,0.717405,0.955253,0.942919,0.502018,0.67659,0.981743,SEKER
0.109781,0.099118,0.205294,0.064054,0.128876,0.785112,0.9582,0.941958,0.503897,0.670348,0.983681,SEKER
0.109493,0.08353,0.226846,0.064124,0.128934,0.693829,0.954961,0.944747,0.472304,0.770454,0.982343,SEKER
0.112274,0.106068,0.196273,0.064264,0.129,0.603016,0.945932,0.922619,0.517485,0.630686,0.992086,SEKER
0.126902,0.122573,0.176206,0.064705,0.12916,0.769586,0.915324,0.811109,0.550166,0.545546,0.993421,SEKER
0.108611,0.106262,0.196517,0.064095,0.129168,0.605732,0.969208,0.953717,0.517314,0.63012,0.987425,SEKER
0.115619,0.126181,0.172856,0.064355,0.129168,0.711747,0.946373,0.897148,0.557402,0.528466,0.961431,SEKER
0.109153,0.086252,0.223403,0.064058,0.129255,0.742733,0.976869,0.949892,0.47676,0.753064,0.992529,SEKER
